Date,Open,High,Low,Close,Adj Close,Volume
2018-04-27,7421.399902,7507.100098,7421.299805,7502.200195,7502.200195,750485000
2018-04-30,7502.200195,7546.200195,7497.100098,7509.299805,7509.299805,991178200
2018-05-01,7509.299805,7549.100098,7506.600098,7520.399902,7520.399902,567569600
2018-05-02,7520.399902,7573.000000,7519.600098,7543.200195,7543.200195,829699300
2018-05-03,7543.200195,7555.200195,7492.399902,7502.700195,7502.700195,723643100
2018-05-04,7502.700195,7570.200195,7502.700195,7567.100098,7567.100098,880646600
2018-05-08,7567.100098,7598.500000,7550.399902,7565.799805,7565.799805,876829900
2018-05-09,7565.799805,7662.500000,7565.799805,7662.500000,7662.500000,891351200
2018-05-10,7662.500000,7706.899902,7631.600098,7701.000000,7701.000000,878774100
2018-05-11,7701.000000,7728.899902,7691.700195,7724.600098,7724.600098,731924200
2018-05-14,7724.600098,7728.000000,7688.600098,7711.000000,7711.000000,749899600
2018-05-15,7711.000000,7752.000000,7687.500000,7723.000000,7723.000000,1027698700
2018-05-16,7723.000000,7745.500000,7717.799805,7734.200195,7734.200195,933498300
2018-05-17,7734.200195,7788.200195,7713.899902,7788.000000,7788.000000,781296600
2018-05-18,7788.000000,7791.399902,7753.299805,7778.799805,7778.799805,899946200
2018-05-21,7778.799805,7868.100098,7778.100098,7859.200195,7859.200195,691927400
2018-05-22,7859.200195,7903.500000,7854.600098,7877.500000,7877.500000,807636300
2018-05-23,7877.500000,7877.500000,7765.299805,7788.399902,7788.399902,918822700
2018-05-24,7788.399902,7803.500000,7716.700195,7716.700195,7716.700195,890463600
2018-05-25,7716.700195,7753.299805,7703.299805,7730.299805,7730.299805,844360200
2018-05-29,7730.299805,7730.299805,7610.700195,7632.600098,7632.600098,1288493000
2018-05-30,7632.600098,7689.600098,7618.100098,7689.600098,7689.600098,923820700
2018-05-31,7689.600098,7727.500000,7651.100098,7678.200195,7678.200195,1549063100
2018-06-01,7678.200195,7746.700195,7678.200195,7701.799805,7701.799805,783469400
2018-06-04,7701.799805,7772.100098,7701.700195,7741.299805,7741.299805,722966000
2018-06-05,7741.299805,7744.500000,7686.600098,7686.799805,7686.799805,933666200
2018-06-06,7686.799805,7730.500000,7671.600098,7712.399902,7712.399902,884617800
2018-06-07,7712.399902,7756.700195,7698.200195,7704.399902,7704.399902,1056744900
2018-06-08,7704.399902,7714.299805,7637.500000,7681.100098,7681.100098,755489900
2018-06-11,7681.100098,7756.000000,7681.100098,7737.399902,7737.399902,736070400
2018-06-12,7737.399902,7762.799805,7701.299805,7703.799805,7703.799805,773837800
2018-06-13,7703.799805,7746.700195,7677.200195,7703.700195,7703.700195,852427100
2018-06-14,7703.700195,7793.500000,7650.200195,7765.799805,7765.799805,1119081700
2018-06-15,7765.799805,7781.000000,7633.899902,7633.899902,7633.899902,1711560200
2018-06-18,7633.899902,7645.500000,7601.600098,7631.299805,7631.299805,664167900
2018-06-19,7631.299805,7631.299805,7548.799805,7603.899902,7603.899902,897872000
2018-06-20,7603.899902,7705.200195,7603.899902,7627.399902,7627.399902,844000100
2018-06-21,7627.399902,7670.799805,7548.100098,7556.399902,7556.399902,777562300
2018-06-22,7556.399902,7689.399902,7556.200195,7682.299805,7682.299805,716273100
2018-06-25,7682.299805,7682.299805,7508.299805,7509.799805,7509.799805,791358000
2018-06-26,7509.799805,7564.100098,7509.799805,7537.899902,7537.899902,1088107300
2018-06-27,7537.899902,7633.899902,7512.000000,7621.700195,7621.700195,1643638600
2018-06-28,7621.700195,7632.200195,7576.000000,7615.600098,7615.600098,790762300
2018-06-29,7615.600098,7706.600098,7615.600098,7636.899902,7636.899902,898931000
2018-07-02,7636.899902,7636.899902,7540.700195,7547.899902,7547.899902,778437000
2018-07-03,7547.899902,7632.100098,7545.000000,7593.299805,7593.299805,1015952400
2018-07-04,7593.299805,7593.299805,7560.799805,7573.100098,7573.100098,574163100
2018-07-05,7573.100098,7624.799805,7572.700195,7603.200195,7603.200195,614456600
2018-07-06,7603.200195,7631.200195,7569.700195,7617.700195,7617.700195,663475300
2018-07-09,7617.700195,7697.500000,7617.700195,7688.000000,7688.000000,676761100
2018-07-10,7688.000000,7715.100098,7677.100098,7692.000000,7692.000000,701511200
2018-07-11,7692.000000,7692.000000,7578.200195,7592.000000,7592.000000,793208100
2018-07-12,7592.000000,7663.000000,7592.000000,7651.299805,7651.299805,746183900
2018-07-13,7651.299805,7716.200195,7651.299805,7661.899902,7661.899902,574401200
2018-07-16,7661.899902,7667.700195,7565.000000,7600.500000,7600.500000,591161000
2018-07-17,7600.500000,7641.100098,7581.799805,7626.299805,7626.299805,724367500
2018-07-18,7626.299805,7685.700195,7625.799805,7676.299805,7676.299805,651377100
2018-07-19,7676.299805,7702.899902,7660.000000,7684.000000,7684.000000,695398600
2018-07-20,7684.000000,7705.799805,7631.700195,7678.799805,7678.799805,685061200
2018-07-23,7678.799805,7678.799805,7621.799805,7655.799805,7655.799805,573514400
2018-07-24,7655.799805,7740.600098,7648.600098,7709.100098,7709.100098,852532800
2018-07-25,7709.100098,7710.299805,7640.600098,7658.299805,7658.299805,677528100
2018-07-26,7658.299805,7684.700195,7640.899902,7663.200195,7663.200195,588851200
2018-07-27,7663.200195,7717.200195,7663.200195,7701.299805,7701.299805,765238000
2018-07-30,7701.299805,7718.100098,7659.899902,7700.899902,7700.899902,732990700
2018-07-31,7700.899902,7782.899902,7695.799805,7748.799805,7748.799805,915075400
2018-08-01,7748.799805,7751.100098,7634.700195,7652.899902,7652.899902,975009600
2018-08-02,7652.899902,7652.899902,7549.299805,7575.899902,7575.899902,1006803400
2018-08-03,7575.899902,7665.200195,7575.899902,7659.100098,7659.100098,649947700
2018-08-06,7659.100098,7681.899902,7636.600098,7663.799805,7663.799805,813731500
2018-08-07,7663.799805,7752.100098,7663.200195,7718.500000,7718.500000,675716300
2018-08-08,7718.500000,7790.200195,7707.299805,7776.700195,7776.700195,604063500
2018-08-09,7776.700195,7776.799805,7714.500000,7741.799805,7741.799805,565689200
2018-08-10,7741.799805,7741.799805,7657.700195,7667.000000,7667.000000,664153400
2018-08-13,7667.000000,7667.299805,7614.500000,7642.500000,7642.500000,595242100
2018-08-14,7642.500000,7665.200195,7599.700195,7611.600098,7611.600098,763645300
2018-08-15,7611.600098,7632.100098,7477.100098,7497.899902,7497.899902,967014400
2018-08-16,7497.899902,7565.200195,7497.899902,7556.399902,7556.399902,771423800
2018-08-17,7556.399902,7577.700195,7514.299805,7558.600098,7558.600098,602739600
2018-08-20,7558.600098,7616.200195,7558.600098,7591.299805,7591.299805,559541000
2018-08-21,7591.299805,7601.700195,7557.299805,7565.700195,7565.700195,543548500
2018-08-22,7565.700195,7607.200195,7531.200195,7574.200195,7574.200195,611259200
2018-08-23,7574.200195,7602.100098,7560.899902,7563.200195,7563.200195,574932100
2018-08-24,7563.200195,7587.200195,7557.700195,7577.500000,7577.500000,507869800
2018-08-28,7577.500000,7636.700195,7577.500000,7617.200195,7617.200195,585715100
2018-08-29,7617.200195,7635.700195,7545.100098,7563.200195,7563.200195,688677800
2018-08-30,7563.200195,7563.200195,7497.500000,7516.000000,7516.000000,623166000
2018-08-31,7516.000000,7516.500000,7428.700195,7432.399902,7432.399902,812932000
2018-09-03,7432.399902,7516.100098,7432.200195,7504.600098,7504.600098,455166900
2018-09-04,7504.600098,7535.100098,7437.700195,7457.899902,7457.899902,652803100
2018-09-05,7457.899902,7457.899902,7358.000000,7383.299805,7383.299805,769494800
2018-09-06,7383.299805,7397.700195,7313.100098,7319.000000,7319.000000,723693100
2018-09-07,7319.000000,7328.299805,7227.100098,7277.700195,7277.700195,863004900
2018-09-10,7277.700195,7307.899902,7256.500000,7279.299805,7279.299805,696321800
2018-09-11,7279.299805,7280.500000,7220.500000,7273.500000,7273.500000,644115800
2018-09-12,7273.500000,7325.299805,7250.799805,7313.399902,7313.399902,677165600
2018-09-13,7313.399902,7319.600098,7275.100098,7281.600098,7281.600098,660719700
2018-09-14,7281.600098,7323.799805,7281.600098,7304.000000,7304.000000,577288900
2018-09-17,7304.000000,7318.799805,7267.799805,7302.100098,7302.100098,620997300
2018-09-18,7302.100098,7320.100098,7282.000000,7300.200195,7300.200195,700366200
2018-09-19,7300.200195,7346.100098,7279.899902,7331.100098,7331.100098,762448100
2018-09-20,7331.100098,7368.399902,7324.000000,7367.299805,7367.299805,864910500
2018-09-21,7367.299805,7495.299805,7367.299805,7490.200195,7490.200195,1504423700
2018-09-24,7490.200195,7491.299805,7450.500000,7458.399902,7458.399902,689612600
2018-09-25,7458.399902,7515.899902,7455.200195,7507.600098,7507.600098,767955100
2018-09-26,7507.600098,7522.100098,7490.200195,7511.500000,7511.500000,672358800
2018-09-27,7511.500000,7552.000000,7490.899902,7545.399902,7545.399902,646428000
2018-09-28,7545.399902,7548.399902,7474.700195,7510.200195,7510.200195,915815000
2018-10-01,7510.200195,7526.200195,7466.700195,7495.700195,7495.700195,728276800
2018-10-02,7495.700195,7495.700195,7444.799805,7474.600098,7474.600098,817840400
2018-10-03,7474.600098,7524.100098,7474.600098,7510.299805,7510.299805,824628100
2018-10-04,7510.299805,7510.299805,7411.299805,7418.299805,7418.299805,801963200
2018-10-05,7418.299805,7421.100098,7318.500000,7318.500000,7318.500000,743757800
2018-10-08,7318.500000,7319.799805,7233.299805,7233.299805,7233.299805,675287300
2018-10-09,7233.299805,7247.600098,7184.299805,7237.600098,7237.600098,765996800
2018-10-10,7237.600098,7242.299805,7145.700195,7145.700195,7145.700195,1029488500
2018-10-11,7145.700195,7145.700195,6998.000000,7006.899902,7006.899902,1172373200
2018-10-12,7006.899902,7074.000000,6994.799805,6995.899902,6995.899902,876577500
2018-10-15,6995.899902,7038.200195,6961.299805,7029.200195,7029.200195,657640100
2018-10-16,7029.200195,7062.100098,6998.899902,7059.399902,7059.399902,766800500
2018-10-17,7059.399902,7089.000000,7019.399902,7054.600098,7054.600098,685937100
2018-10-18,7054.600098,7078.799805,7026.700195,7027.000000,7027.000000,672072000
2018-10-19,7027.000000,7070.399902,7012.600098,7049.799805,7049.799805,793925800
2018-10-22,7049.799805,7114.100098,7042.100098,7042.799805,7042.799805,784032400
2018-10-23,7042.799805,7042.799805,6928.700195,6955.200195,6955.200195,983305900
2018-10-24,6955.200195,7049.799805,6955.200195,6963.000000,6963.000000,778187100
2018-10-25,6963.000000,7004.100098,6886.000000,7004.100098,7004.100098,831568200
2018-10-26,7004.100098,7004.200195,6851.600098,6939.600098,6939.600098,779028300
2018-10-29,6939.600098,7085.899902,6939.600098,7026.299805,7026.299805,780563900
2018-10-30,7026.299805,7060.100098,6983.700195,7035.899902,7035.899902,751498500
2018-10-31,7035.899902,7161.500000,7035.899902,7128.100098,7128.100098,895391200
2018-11-01,7128.100098,7165.600098,7085.700195,7114.700195,7114.700195,1024684600
2018-11-02,7114.700195,7196.399902,7094.100098,7094.100098,7094.100098,800219300
2018-11-05,7094.100098,7140.399902,7077.399902,7103.799805,7103.799805,553382600
2018-11-06,7103.799805,7117.500000,7027.500000,7040.700195,7040.700195,646543100
2018-11-07,7040.700195,7136.799805,7040.700195,7117.299805,7117.299805,678581300
2018-11-08,7117.299805,7171.700195,7115.000000,7140.700195,7140.700195,676867200
2018-11-09,7140.700195,7140.700195,7070.799805,7105.299805,7105.299805,652724100
2018-11-12,7105.299805,7186.299805,7053.100098,7053.100098,7053.100098,708713400
2018-11-13,7053.100098,7104.000000,7016.600098,7053.799805,7053.799805,1048825300
2018-11-14,7053.799805,7113.600098,6979.700195,7033.799805,7033.799805,925587100
2018-11-15,7033.799805,7081.899902,6979.600098,7038.000000,7038.000000,1257540400
2018-11-16,7038.000000,7092.399902,6969.000000,7013.899902,7013.899902,1010040200
2018-11-19,7013.899902,7070.500000,6997.799805,7000.899902,7000.899902,776442400
2018-11-20,7000.899902,7010.100098,6904.200195,6947.899902,6947.899902,826183700
2018-11-21,6947.899902,7058.600098,6947.899902,7050.200195,7050.200195,841306700
2018-11-22,7050.200195,7050.399902,6945.000000,6960.299805,6960.299805,763217400
2018-11-23,6960.299805,6987.500000,6912.299805,6952.899902,6952.899902,686823000
2018-11-26,6952.899902,7051.000000,6952.899902,7036.000000,7036.000000,802145500
2018-11-27,7036.000000,7043.700195,6984.000000,7016.899902,7016.899902,829960500
2018-11-28,7016.899902,7057.000000,6987.299805,7004.500000,7004.500000,800840600
2018-11-29,7004.500000,7078.399902,7004.500000,7039.000000,7039.000000,777115000
2018-11-30,7039.000000,7042.100098,6965.600098,6980.200195,6980.200195,1189062500
2018-12-03,6980.200195,7145.500000,6980.200195,7062.399902,7062.399902,864783000
2018-12-04,7062.399902,7095.000000,7002.700195,7022.799805,7022.799805,822570700
2018-12-05,7022.799805,7028.700195,6921.799805,6921.799805,6921.799805,789059300
2018-12-06,6921.799805,6921.799805,6673.600098,6704.100098,6704.100098,1029779500
2018-12-07,6704.100098,6868.299805,6704.100098,6778.100098,6778.100098,819982500
2018-12-10,6778.100098,6815.799805,6719.200195,6721.500000,6721.500000,864359000
2018-12-11,6721.500000,6857.600098,6721.500000,6806.899902,6806.899902,841263500
2018-12-12,6806.899902,6902.200195,6806.899902,6880.200195,6880.200195,1063865300
2018-12-13,6880.200195,6908.500000,6849.000000,6877.500000,6877.500000,735372600
2018-12-14,6877.500000,6877.500000,6788.700195,6845.200195,6845.200195,714141000
2018-12-17,6845.200195,6845.200195,6761.399902,6773.200195,6773.200195,734851100
2018-12-18,6773.200195,6773.200195,6701.600098,6701.600098,6701.600098,855040800
2018-12-19,6701.600098,6785.200195,6698.200195,6765.899902,6765.899902,754065600
2018-12-20,6765.899902,6765.899902,6646.500000,6711.899902,6711.899902,903273100
2018-12-21,6711.899902,6733.000000,6653.700195,6721.200195,6721.200195,1596669300
2018-12-24,6721.200195,6721.200195,6661.000000,6686.000000,6686.000000,192808000
2018-12-27,6686.000000,6728.500000,6536.500000,6584.700195,6584.700195,590127000
2018-12-28,6584.700195,6742.500000,6584.700195,6734.000000,6734.000000,499812000
2018-12-31,6734.000000,6752.500000,6718.299805,6728.100098,6728.100098,225303900
2019-01-02,6728.100098,6753.299805,6599.500000,6734.200195,6734.200195,614252000
2019-01-03,6734.200195,6753.100098,6685.100098,6692.700195,6692.700195,674099100
2019-01-04,6692.700195,6850.399902,6692.500000,6837.399902,6837.399902,639136700
2019-01-07,6837.399902,6874.100098,6778.000000,6810.899902,6810.899902,736559900
2019-01-08,6810.899902,6901.500000,6804.899902,6861.600098,6861.600098,651977000
2019-01-09,6861.600098,6938.299805,6861.600098,6906.600098,6906.600098,860684900
2019-01-10,6906.600098,6948.200195,6860.799805,6942.899902,6942.899902,611434300
2019-01-11,6942.899902,7001.899902,6902.700195,6918.200195,6918.200195,680478600
2019-01-14,6918.200195,6918.200195,6841.700195,6855.000000,6855.000000,683449700
2019-01-15,6855.000000,6910.500000,6849.600098,6895.000000,6895.000000,687341200
2019-01-16,6895.000000,6912.399902,6848.600098,6862.700195,6862.700195,787626400
2019-01-17,6862.700195,6862.700195,6799.000000,6834.899902,6834.899902,582654200
2019-01-18,6834.899902,6984.399902,6834.899902,6968.299805,6968.299805,795742900
2019-01-21,6968.299805,6987.899902,6954.500000,6970.600098,6970.600098,474827100
2019-01-22,6970.600098,6970.600098,6880.700195,6901.399902,6901.399902,565967800
2019-01-23,6901.399902,6901.600098,6834.299805,6842.899902,6842.899902,646039700
2019-01-24,6842.899902,6854.600098,6802.000000,6819.000000,6819.000000,599978600
2019-01-25,6819.000000,6858.200195,6806.799805,6809.200195,6809.200195,727497200
2019-01-28,6809.200195,6812.500000,6734.000000,6747.100098,6747.100098,648213700
2019-01-29,6747.100098,6860.299805,6747.100098,6833.899902,6833.899902,697035900
2019-01-30,6833.899902,6967.700195,6833.899902,6941.600098,6941.600098,748772100
2019-01-31,6941.600098,6994.899902,6941.100098,6968.899902,6968.899902,866316300
2019-02-01,6968.899902,7024.500000,6968.899902,7020.200195,7020.200195,630712300
2019-02-04,7020.200195,7046.600098,7002.399902,7034.100098,7034.100098,611990600
2019-02-05,7034.100098,7180.700195,7033.600098,7177.399902,7177.399902,662979300
2019-02-06,7177.399902,7184.200195,7146.700195,7173.100098,7173.100098,599487700
2019-02-07,7173.100098,7187.500000,7093.600098,7093.600098,7093.600098,649638500
2019-02-08,7093.600098,7115.799805,7064.899902,7071.200195,7071.200195,532300500
2019-02-11,7071.200195,7149.200195,7071.200195,7129.100098,7129.100098,548318300
2019-02-12,7129.100098,7168.600098,7121.700195,7133.100098,7133.100098,526735100
2019-02-13,7133.100098,7205.100098,7133.100098,7190.799805,7190.799805,561646800
2019-02-14,7190.799805,7232.799805,7183.000000,7197.000000,7197.000000,519107200
2019-02-15,7197.000000,7261.600098,7185.200195,7236.700195,7236.700195,688422300
2019-02-18,7236.700195,7242.100098,7209.700195,7219.500000,7219.500000,440062500
2019-02-19,7219.500000,7219.500000,7162.799805,7179.200195,7179.200195,624124300
2019-02-20,7179.200195,7234.200195,7178.000000,7228.600098,7228.600098,861254900
2019-02-21,7228.600098,7228.799805,7141.899902,7167.399902,7167.399902,798796000
2019-02-22,7167.399902,7220.500000,7162.399902,7178.600098,7178.600098,646718000
2019-02-25,7178.600098,7210.700195,7158.200195,7183.700195,7183.700195,644937500
2019-02-26,7183.700195,7183.799805,7091.600098,7151.100098,7151.100098,865719700
2019-02-27,7151.100098,7151.100098,7082.600098,7107.200195,7107.200195,870721000
2019-02-28,7107.200195,7107.200195,7041.000000,7074.700195,7074.700195,979616900
2019-03-01,7074.700195,7129.700195,7074.700195,7106.700195,7106.700195,700825200
2019-03-04,7106.700195,7166.200195,7106.700195,7134.399902,7134.399902,634698800
2019-03-05,7134.399902,7191.700195,7127.200195,7183.399902,7183.399902,795291200
2019-03-06,7183.399902,7211.799805,7170.299805,7196.000000,7196.000000,791979200
2019-03-07,7196.000000,7196.000000,7126.600098,7157.600098,7157.600098,691317400
2019-03-08,7157.600098,7157.600098,7077.899902,7104.299805,7104.299805,622101900
2019-03-11,7104.299805,7181.600098,7104.299805,7130.600098,7130.600098,674285200
2019-03-12,7130.600098,7166.600098,7083.200195,7151.200195,7151.200195,752033900
2019-03-13,7151.200195,7181.899902,7128.700195,7159.200195,7159.200195,744627600
2019-03-14,7159.200195,7215.500000,7148.100098,7185.399902,7185.399902,791259700
2019-03-15,7185.399902,7243.799805,7185.399902,7228.299805,7228.299805,1335709200
